index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
17087,M,Y,Y,0,270000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9022,-840,1,0,1,0,Waiters/barmen staff,1,-14,2
17088,F,N,Y,2,112500,Working,Higher education,Married,House / apartment,-14768,-2133,1,1,1,1,Core staff,4,-25,2
17089,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,2,-15,1
17090,M,Y,Y,0,90000,Working,Incomplete higher,Married,House / apartment,-18992,-3243,1,0,1,0,Drivers,2,-2,0
17091,F,Y,N,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,Medicine staff,2,-44,1
17092,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9662,-831,1,0,0,0,Drivers,1,-18,1
17093,F,N,N,1,180000,State servant,Higher education,Married,House / apartment,-14069,-2500,1,1,1,1,Core staff,3,-47,2
17094,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17798,-2148,1,0,0,0,Sales staff,2,-20,2
17095,M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,1,0,1,0,Laborers,2,-20,2
17096,F,Y,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,-10149,-2783,1,0,0,0,Accountants,2,-45,2
17097,F,N,N,0,112500,Working,Higher education,Separated,House / apartment,-17168,-2446,1,1,0,0,Sales staff,1,-38,2
17098,F,N,Y,0,270000,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2,-12,2
17099,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-9768,-95,1,0,0,0,,2,-31,1
17100,M,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10874,-1174,1,1,0,0,Laborers,4,-13,1
17101,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19666,365243,1,0,0,0,,2,-20,2
17102,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9579,-1953,1,0,0,0,Laborers,1,-10,2
17103,M,Y,Y,0,450000,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,1,0,0,0,High skill tech staff,1,-17,1
17104,M,N,N,0,225000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-11762,-293,1,0,0,0,Laborers,1,-16,1
17105,F,N,Y,0,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16139,-2180,1,0,0,0,Laborers,2,-6,2
17106,F,N,N,1,162000,Working,Incomplete higher,Civil marriage,House / apartment,-12580,-3109,1,1,1,0,Core staff,3,-17,1
17107,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-19293,-2990,1,0,0,0,Laborers,2,-13,2
17108,M,Y,Y,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,1,-3,1
17109,M,Y,Y,1,337500,Working,Higher education,Married,House / apartment,-12423,-5621,1,0,0,1,Managers,3,-42,2
17110,F,N,N,1,112500,Working,Higher education,Civil marriage,With parents,-12076,-5362,1,0,1,1,Laborers,3,-46,2
17111,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-16314,-1040,1,1,0,0,High skill tech staff,2,-36,0
17112,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,-20,1
17113,M,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,-12208,-3273,1,0,0,0,Accountants,2,-28,2
17114,F,N,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-16269,-1358,1,0,0,0,Sales staff,1,-13,2
17115,F,N,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-15252,-887,1,1,0,0,Core staff,3,-22,1
17116,F,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-16391,-1601,1,0,0,0,Security staff,2,-8,2
17117,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23579,365243,1,0,0,0,,2,-34,1
17118,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-22747,365243,1,0,0,0,,2,-6,2
17119,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-11508,-1170,1,0,0,0,Cooking staff,3,-15,2
17120,F,N,Y,0,292500,Working,Higher education,Single / not married,House / apartment,-15303,-108,1,0,0,0,,1,-10,1
17121,F,N,Y,0,247500,Pensioner,Higher education,Married,House / apartment,-22107,365243,1,0,0,0,,2,-13,1
17122,M,N,N,0,270000,State servant,Incomplete higher,Married,House / apartment,-9787,-1674,1,0,0,0,,2,-29,1
17123,F,Y,Y,0,90000,Working,Higher education,Married,Co-op apartment,-16999,-2438,1,0,0,0,,2,-30,2
17124,M,Y,Y,0,110250,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1,-43,2
17125,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3,-58,2
17126,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12616,-777,1,0,0,0,Laborers,2,-53,2
17127,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15920,-6861,1,1,1,0,Core staff,2,-51,2
17128,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18648,365243,1,0,0,0,,1,-16,2
17129,M,Y,Y,1,225000,State servant,Secondary / secondary special,Married,House / apartment,-11695,-3929,1,1,0,0,Laborers,3,-57,2
17130,F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11160,-1904,1,0,0,0,Sales staff,2,-54,2
17131,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-20542,-9422,1,0,1,0,Core staff,2,-17,1
17132,F,N,Y,0,225000,State servant,Secondary / secondary special,Married,With parents,-10784,-3082,1,0,0,0,Laborers,2,-58,2
17133,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,1,0,0,1,Private service staff,3,-8,2
17134,M,Y,Y,1,247500,State servant,Secondary / secondary special,Married,House / apartment,-11992,-3579,1,0,0,0,Managers,3,-54,2
17135,F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2,-42,2
17136,F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,1,0,0,0,,3,-24,2
17137,M,N,Y,0,103500,Working,Secondary / secondary special,Single / not married,Office apartment,-11331,-1131,1,1,1,0,Cleaning staff,1,-24,2
17138,M,N,N,0,135000,Working,Higher education,Single / not married,With parents,-10082,-528,1,1,1,0,,1,-7,1
17139,F,N,Y,0,76500,Pensioner,Higher education,Married,House / apartment,-23956,365243,1,0,0,0,,2,-7,0
17140,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-23768,365243,1,0,0,0,,2,-25,1
17141,M,Y,Y,1,247500,Working,Higher education,Married,House / apartment,-9425,-232,1,0,0,0,Sales staff,3,-1,1
17142,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-11490,-3116,1,1,1,0,,2,-8,1
17143,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23939,365243,1,0,1,0,,1,-3,1
17144,F,N,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,-14687,-2463,1,1,1,0,Cooking staff,2,-29,0
17145,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-14567,-7369,1,1,0,0,Laborers,2,-41,0
17146,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18188,-578,1,0,0,0,Drivers,2,-51,2
17147,F,N,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-13528,-459,1,0,1,0,Accountants,1,-6,2
17148,M,Y,Y,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14733,-1379,1,0,0,0,Sales staff,2,-41,0
17149,F,N,Y,0,139500,State servant,Higher education,Married,House / apartment,-17801,-8479,1,0,0,0,Managers,2,-40,2
17150,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,,4,-15,2
17151,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16459,-704,1,1,0,0,Low-skill Laborers,2,-4,1
17152,M,Y,Y,0,292500,Working,Higher education,Married,House / apartment,-10297,-2231,1,0,0,0,Managers,2,-36,0
17153,F,Y,Y,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3,-2,1
17154,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,,2,-16,1
17155,F,N,N,0,49500,Pensioner,Secondary / secondary special,Married,House / apartment,-23753,365243,1,0,0,0,,2,-5,1
17156,M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-14854,-3518,1,1,0,0,Drivers,2,-29,2
17157,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22740,365243,1,0,0,0,,2,-57,2
17158,F,N,Y,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-12293,-1779,1,0,0,0,Cleaning staff,2,-25,2
17159,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-12681,-709,1,0,0,0,Sales staff,2,-6,1
17160,F,Y,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-16641,-1407,1,0,0,0,,1,-2,1
17161,M,Y,N,1,337500,Commercial associate,Higher education,Separated,House / apartment,-15333,-196,1,0,1,0,Managers,2,-19,2
17162,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19318,-918,1,1,1,0,Laborers,2,-51,2
17163,M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2,-37,2
17164,M,Y,N,0,166500,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2,-13,1
17165,F,N,N,1,157500,Working,Higher education,Married,House / apartment,-13549,-2877,1,0,1,0,Accountants,3,-29,2
17166,F,N,Y,2,202500,Working,Higher education,Married,House / apartment,-13797,-3259,1,0,1,0,High skill tech staff,4,-29,0
17167,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-20355,365243,1,0,1,1,,2,-38,2
17168,M,Y,N,1,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-18692,365243,1,0,1,0,,3,-21,0
17169,F,N,Y,2,216000,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,,4,-35,2
17170,M,N,Y,2,225000,State servant,Higher education,Married,House / apartment,-12839,-4584,1,0,0,0,,4,-1,1
17171,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-17766,-2959,1,0,1,0,Sales staff,2,-53,1
17172,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13046,-671,1,0,0,0,,2,-7,2
17173,F,Y,Y,0,162000,Pensioner,Higher education,Married,House / apartment,-23886,365243,1,0,1,0,,2,-56,2
17174,M,N,Y,1,202500,Working,Higher education,Separated,House / apartment,-18085,-1205,1,0,0,0,Security staff,2,-3,1
17175,F,N,N,0,180000,Working,Higher education,Married,House / apartment,-15618,-2499,1,1,1,0,Security staff,2,-9,2
17176,F,N,N,0,175500,Working,Secondary / secondary special,Single / not married,House / apartment,-18643,-658,1,0,0,0,High skill tech staff,1,-40,2
17177,F,N,Y,1,108000,Working,Secondary / secondary special,Married,House / apartment,-13012,-1342,1,0,1,0,Sales staff,3,-2,1
17178,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-11746,-401,1,1,1,0,Managers,2,-20,0
17179,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15839,-1525,1,1,1,0,Sales staff,2,-31,2
17180,M,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,-12245,-3271,1,1,0,0,,2,-18,2
17181,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,-21111,-4816,1,0,0,0,Core staff,2,-23,2
17182,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21854,365243,1,0,0,0,,2,-28,1
17183,M,Y,Y,0,265500,Working,Secondary / secondary special,Married,House / apartment,-15470,-6732,1,0,0,0,Drivers,2,-6,2
17184,M,N,Y,0,234000,Commercial associate,Higher education,Married,House / apartment,-14064,-1111,1,1,1,0,Sales staff,2,-17,1
17185,M,Y,Y,0,261000,Working,Incomplete higher,Married,House / apartment,-15936,-1508,1,0,1,0,Managers,2,-31,2
17186,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-23678,365243,1,0,0,0,,2,-47,2
17187,F,N,N,1,211500,Working,Secondary / secondary special,Married,House / apartment,-17519,-1132,1,0,0,0,Core staff,3,-50,2
17188,F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2,-40,0
17189,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21180,-2728,1,0,0,0,,2,-25,2
17190,M,Y,Y,0,450000,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,1,-18,1
17191,F,Y,N,2,81000,Working,Higher education,Married,House / apartment,-12358,-3017,1,1,0,0,Sales staff,4,-22,2
17192,F,N,N,1,159750,Commercial associate,Higher education,Civil marriage,House / apartment,-9167,-317,1,1,1,0,Core staff,3,-8,0
17193,F,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,2,-30,0
17194,F,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,1,0,0,0,Laborers,2,-3,1
17195,M,Y,Y,0,135000,Commercial associate,Higher education,Single / not married,With parents,-10730,-1190,1,0,0,0,,1,-38,2
17196,F,N,N,0,49500,Pensioner,Higher education,Married,Municipal apartment,-21157,365243,1,0,0,0,,2,-3,0
17197,F,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,-19634,-1117,1,0,0,0,Sales staff,1,-26,2
17198,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,-11309,-2713,1,1,0,0,Sales staff,2,-40,2
17199,F,N,Y,1,121500,Working,Secondary / secondary special,Married,House / apartment,-15090,-3138,1,0,0,0,Sales staff,3,-5,2
17200,F,N,N,1,76500,Working,Higher education,Married,House / apartment,-15915,-785,1,1,1,0,Sales staff,3,-11,1
17201,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-9269,-512,1,1,0,0,Cooking staff,3,-4,0
17202,M,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13706,-932,1,0,1,0,Laborers,3,-7,0
17203,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13926,-500,1,0,0,0,Sales staff,2,-8,2
17204,M,Y,N,0,315000,Working,Higher education,Married,House / apartment,-20319,-3961,1,1,0,0,,2,-18,2
17205,F,N,N,0,121500,Working,Higher education,Married,House / apartment,-9783,-1688,1,0,0,0,Core staff,2,-14,2
17206,F,Y,Y,1,81000,Working,Higher education,Married,House / apartment,-10648,-1393,1,1,1,0,Core staff,3,-12,1
17207,F,N,N,1,85500,State servant,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,Core staff,3,-50,2
17208,F,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,1,0,0,0,Sales staff,2,-34,2
17209,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,Municipal apartment,-16896,-354,1,0,1,0,Sales staff,2,-7,2
17210,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,2,-38,0
17211,F,Y,Y,0,450000,Pensioner,Higher education,Widow,House / apartment,-22083,365243,1,0,1,0,,1,-17,2
17212,F,N,N,0,171000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23768,365243,1,0,0,0,,1,-49,2
17213,M,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-8242,-801,1,1,0,0,Laborers,1,-16,2
17214,M,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2,-9,2
17215,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3,-16,0
17216,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-17253,-4267,1,0,0,0,,2,-4,2
17217,F,N,N,0,157500,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,,1,-25,1
17218,F,Y,Y,2,225000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,4,-46,2
17219,M,Y,Y,0,139500,Commercial associate,Higher education,Married,House / apartment,-8723,-263,1,1,0,0,Managers,2,0,0
17220,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-13808,-1233,1,1,1,0,Laborers,2,-47,2
17221,M,Y,Y,2,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13059,-4813,1,0,0,0,Laborers,4,-60,2
17222,F,N,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,-23784,365243,1,0,0,0,,2,-13,2
17223,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256,-109,1,0,0,0,Drivers,2,-5,0
17224,M,N,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-9312,-1095,1,0,0,1,Laborers,2,-4,0
17225,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22029,365243,1,0,0,1,,1,-17,2
17226,M,Y,Y,1,247500,Working,Higher education,Married,House / apartment,-9425,-232,1,0,0,0,Sales staff,3,-3,0
17227,F,N,N,0,90000,State servant,Higher education,Civil marriage,Office apartment,-19872,-4509,1,1,0,0,,2,-22,2
17228,F,N,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2,-16,2
17229,M,Y,Y,0,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14733,-1379,1,0,0,0,Sales staff,2,-46,2
17230,F,Y,Y,0,742500,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,1,-14,2
17231,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23033,-1778,1,0,1,1,Medicine staff,1,-22,2
17232,F,N,Y,0,180000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16091,-7371,1,1,0,0,Core staff,2,-50,2
17233,M,Y,N,2,360000,Commercial associate,Higher education,Married,House / apartment,-11985,-339,1,0,1,0,Sales staff,4,-39,0
17234,M,N,Y,0,112500,Working,Higher education,Civil marriage,House / apartment,-20008,-5585,1,0,0,0,Security staff,2,-3,1
17235,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,Rented apartment,-24319,365243,1,0,0,0,,2,-11,2
17236,F,N,N,0,148500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14920,-2177,1,0,0,0,Sales staff,2,-50,2
